doc_section;SKU
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/07750165-datasheet-en.pdf"" target=""_blank"">
  Fisa tehnica UNI-T UT693D
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Manual_de_utilizare_UT693D.pdf"" target=""_blank"">
  Manual de utilizare UT693D
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Declaratie_de_conformitate_UT693D.pdf"" target=""_blank"">
  Certificat de conformitate UT693D
</a></div></div></div>";UT693D
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/manual_de_utilizare_hours_plus_de_la_nJoy.pdf"" target=""_blank"">
  Manual de utilizare UPS nJoy
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Horus%20CE.pdf"" target=""_blank"">
  Declaratie de conformitate PWUP-LI060H1-AZ01B en
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Fisa_tehnica_PWUP-LI060H1-AZ01B.pdf"" target=""_blank"">
  Fisa tehnica PWUP-LI060H1-AZ01B
</a></div></div></div>";PWUP-LI060H1-AZ01B
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/DECLARATIE_DE_CONFORMITATE_RACK-URI.pdf"" target=""_blank"">
  Certificat de conformitate
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Rackmanual.pdf"" target=""_blank"">
  Manual montaj RACK
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Fisa_tehnica_RACK_4U.pdf"" target=""_blank"">
  Fisa tehnica RACK 4U
</a></div></div></div>";RACK 4U
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Fisa_tehnica_TED003966.pdf"" target=""_blank"">
  Fisa tehnica TED003966
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/CE_TED003966_.pdf"" target=""_blank"">
  Certificat de conformitate TED003966
</a></div></div></div>";TED003966
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Certificat_de_conformitate_AVRL-20002AL-CS01B.pdf"" target=""_blank"">
  Certificat de conformitate AVRL-20002AL-CS01B
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Fisa_tehnica_AVRL-20002AL-CS01B.pdf"" target=""_blank"">
  Fisa tehnica AVRL-20002AL-CS01B
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Manual_de_utilizare_AVRL-20002AL-CS01B.pdf"" target=""_blank"">
  Manual de utilizare AVRL-20002AL-CS01B
</a></div></div></div>";AVRL-20002AL-CS01B
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Fisa_tehnica_UPCSBLS665TRECG01B.pdf"" target=""_blank"">
  Fisa tehnica UPCSBLS665TRECG01B
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Manual_de_utilizare_UPS_Serie_Renton.pdf"" target=""_blank"">
  Manual de utilizare UPS Njoy Renton 
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Declaratie_de_conformitate_UPS_Njoy_Renton.pdf"" target=""_blank"">
  Declaratie de conformitate UPS Njoy serie Renton 
</a></div></div></div>";UPCSBLS665TRECG01B
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Fisa_tehnica_pentru_Tester_pentru_baterii_1224V_UNI-T_UT673A.pdf"" target=""_blank"">
  Fisa tehnica UT673A
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Manual_de_utilizare_pentru_UT673A.pdf"" target=""_blank"">
  Manual de utilziare UT673A
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Declaratie_de_conformitate_UT673A.pdf"" target=""_blank"">
  Certificat de conformitate UT673A
</a></div></div></div>";UT673A
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Certificat_de_conformitate_RACKFANFT2.pdf"" target=""_blank"">
  Certificat de conformitate RACKFANFT2
</a></div></div></div>";RACKFANFT2
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/20181225030341435.pdf"" target=""_blank"">
  Fisa tehnica UT381
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Manual_de_utilizare_UT381.pdf"" target=""_blank"">
  Manual de utilizare UT381
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Declaratie_de_conformitate_UT381.pdf"" target=""_blank"">
  Certificat de conformitate UT381
</a></div></div></div>";UT381
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Cablu_coaxial_RG6_cu_tresa_Tri-Shield_Miez_CCS_305m_KAB0003-305TED.pdf"" target=""_blank"">
  Fisa tehnica KAB0003-305TED EN
</a></div></div></div>";KAB0003-305TED
;DCM-WIRE(100)
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Certificat_de_conformitate_UPS_Safer.pdf"" target=""_blank"">
  Certificat de conformitate UPS SAFER
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Manual_de_utilizare_pentru_UPS_Safer_1.pdf"" target=""_blank"">
  Manual de utilizare pentru UPS SAFER 400-2000VA in Romana
</a></div><div><a class=""no-underline"" href=""https://drive.google.com/file/d/1_meNGtVXMtVRRyvoU7Hk8SNZ_rDVl9zI/view?usp=sharing"" target=""_blank"">
  Software de management pentru PC
</a></div></div></div>";UPS600VA-WH
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/fisa_tehnica_ZTP1210B.pdf"" target=""_blank"">
  Fisa tehnica EN
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/CE_Surse_de_alimentare_Atu_Tech_.pdf"" target=""_blank"">
  Certificat de conformitate Surse de alimentare Atu Tech
</a></div></div></div>";ZTP1210B
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Fisa_tehnica_RSP-200-24.pdf"" target=""_blank"">
  Fisa tehnica RSP-200-24
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Certificat_de_conformitate_RSP-200-x_si_RSP-320-x.pdf"" target=""_blank"">
  Certificat de conformitate RSP-200-x si RSP-320-x
</a></div></div></div>";RSP-200-24
;APP06-12-SC/APC-FULL
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Fisa_tehnica_DS-3E1106HP-EI.pdf"" target=""_blank"">
  Fisa tehnica DS-3E1106HP-EI
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Certificat_de_conformitate_DS-3E1106HP-EI.pdf"" target=""_blank"">
  Certificat de conformitate DS-3E1106HP-EI
</a></div></div></div>";DS-3E1106HP-EI
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Instructiuni_de_siguranta_pentru_surse_de_alimentare_safer.pdf"" target=""_blank"">
  Instructiuni de siguranta pentru alimentatoare Safer
</a></div></div></div>";SAF-XWU120-12-9
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Fisa_tehnica_UPLI-LI060KU-CG01B.pdf"" target=""_blank"">
  Fisa tehnica UPLI-LI060KU-CG01B
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Manual_de_utilizare_UPS_seria_KEEN.pdf"" target=""_blank"">
  Manual de utilizare UPS seria KEEN
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Certificat_de_conformitate_UPLI-LI060KU-CG01B.pdf"" target=""_blank"">
  Certificat de conformitate UPLI-LI060KU-CG01B
</a></div><div><a class=""no-underline"" href=""https://www.powermonitor.software/#PowerMasterPlusSoftware"" target=""_blank"">
  PowerMaster Njoy PC
</a></div></div></div>";UPLI-LI060KU-CG01B
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/DS-1604ZJ_fisa_tehnica.pdf"" target=""_blank"">
  Fisa tehnica EN
</a></div></div></div>";DS-1604ZJ
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Fisa_tehnica_GPZ-JJ-SC24-APC.pdf"" target=""_blank"">
  Fisa tehnica GPZ-JJ-SC24-APC
</a></div></div></div>";GPZ-JJ-SC24-APC
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Manual_de_utilizare_RB-4023-22-21-20.pdf"" target=""_blank"">
  Manual de utilizare RB-4023-22-21-20
</a></div></div></div>";RB-4020
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/CE_HDMI-EX-4.pdf"" target=""_blank"">
  Certificat de conformitate CE
</a></div></div></div>";HDMI-EX-4
;FS-UK2025
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Fisa_tehnica_CP-5005.pdf"" target=""_blank"">
  Fisa tehnica CP-5005
</a></div></div></div>";CP-5005
;IT006
;FS-MK2015
;CASLED100W
;KITACC4-1
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Certificat_de_conformitate_brayton.pdf"" target=""_blank"">
  Certificat conformitate BRAYTON
</a></div></div></div>";BR-BT61-09102
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://a2t.ro/c/m/s/calculator-hdd-stocare-camere-video"" target=""_blank"">
  Calculator stocare DVR
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/CE_Western.pdf"" target=""_blank"">
  Certificat de conformitate pentru HDD WD
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Fisa_tehnica_WD10PURZ.pdf"" target=""_blank"">
  Fisa tehnica WDxxPURZ
</a></div></div></div>";WD10PURZ-WD
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Certificat_de_conformitate_32-440-6020.pdf"" target=""_blank"">
  Certificat de conformitate 32-440-6020
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Fisa_tehnica_32-440-6020.pdf"" target=""_blank"">
  Fisa tehnica 32-440-6020
</a></div></div></div>";32-440/6020
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/fisa_tehnica_pentru_UPS_Njoy_UPLI-LI060KE-CG01B.pdf"" target=""_blank"">
  Fisa tehnica pentru UPS nJoy UPLI-LI060KE-CG01B
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/CE_UPLI-LI060KE-CG01B.pdf"" target=""_blank"">
  Declaratie de conformitate UPLI-LI060KE-CG01B
</a></div></div></div>";UPLI-LI060KE-CG01B
;MYYM3X1
;MYYM2X1.5
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Manual_de_utilizare_LM100A.pdf"" target=""_blank"">
  Manual de utilizare LM100A
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Fisa_tehnica_LM100A.pdf"" target=""_blank"">
  Fisa tehnica LM100A
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Declaratie_de_conformitate_LM100A.pdf"" target=""_blank"">
  Declaratie de conformitate LM100A
</a></div></div></div>";LM100A
;CP-5007
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://a2t.ro/c/m/s/calculator-hdd-stocare-camere-video"" target=""_blank"">
  Calculator stocare DVR
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/CE_Western.pdf"" target=""_blank"">
  Certificat de conformitate pentru HDD WD
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Fisa_tehnica_WD10PURZ.pdf"" target=""_blank"">
  Fisa tehnica WDxxPURZ
</a></div></div></div>";WD10PURZ
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Certificat_de_conformitate_SAF-UTPCCA-CAT6-305M.pdf"" target=""_blank"">
  Certificat de conformitate SAF-UTPCCA-CAT6-305M
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Fisa_tehnica_SAF-UTPCCA-CAT6-305M.pdf"" target=""_blank"">
  Fisa tehnica SAF-UTPCCA-CAT6-305M
</a></div></div></div>";SAF-UTPCCA-CAT6-305M
;CAS-400X300X200
;HJR 4-25
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Declaratie_de_conformitate_HDR-150-CE_en.pdf"" target=""_blank"">
  Declaratie de conformitate HDR-150 en
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Fisa_tehnica_HDR-150_en.pdf"" target=""_blank"">
  Fisa tehnica HDR-150 en
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Raport_teste_HDR-150-24_en.pdf"" target=""_blank"">
  Raport teste HDR-150-24 en
</a></div></div></div>";HDR-150-24
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Declaratie_de_conformitate_HDR-150-CE_en.pdf"" target=""_blank"">
  Declaratie de conformitate HDR-150 en
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Fisa_tehnica_HDR-150_en.pdf"" target=""_blank"">
  Fisa tehnica HDR-150 en
</a></div></div></div>";HDR-150-48
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Fisa_tehnica_pentru_sursa_de_alimentare_in_cutie_cu_backup_ABK-902-24-3.pdf"" target=""_blank"">
  Fisa tehnica pentru ABK-902-24-3
</a></div></div></div>";ABK-902-24-3
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Fisa_tehnica_RACK4USOHO.pdf"" target=""_blank"">
  Fisa tehnica RACK4USOHO
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Declaratie_de_conformitate_pentru_RACK-uri_Safer.pdf"" target=""_blank"">
  Declaratie de conformitate RACK-uri Safer
</a></div></div></div>";RACK4USOHO
;EK-30X40X17
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Fisa_tehnica_DS-1471ZJ-155.pdf"" target=""_blank"">
  Fisa tehnica DS-1471ZJ-155
</a></div></div></div>";DS-1471ZJ-155
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Declaratie_de_conformitate_MDR-100_en.pdf"" target=""_blank"">
  Declaratie de conformitate MDR-100 en
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Fisa_tehnica_MDR-100_en.pdf"" target=""_blank"">
  Fisa tehnica MDR-100 en
</a></div><div><a class=""no-underline"" href=""https://www.a2t.ro/source/Raport_teste_MDR-100-12_en.pdf"" target=""_blank"">
  Raport teste MDR-100-12 en
</a></div></div></div>";MDR-100-12
"<div class=""docs""><h3>
        Descarca de aici <strong>documentatia necesara:</strong></h3><div class=""docs-content""><div><a class=""no-underline"" href=""https://www.a2t.ro/source/fisa_tehnica_microSD_Hikvision._HS-TF-C1STD_1.pdf"" target=""_blank"">
  Fisa Tehnica HS-TF-C1STD-256G
</a></div><div><a class=""no-underline"" href=""https://a2t.ro/c/m/s/calculator-hdd-stocare-camere-video"" target=""_blank"">
  Calculator estimativ pentru stocare inregistrari
</a></div></div></div>";HS-TF-C1STD-256G
